Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
ANTX,0.0,-44.56,-27.48,0.0,,-4.79,2.19,,,,,,
ANV,,,,,,,,,,,,,
ANY,-163.45,-66.24,-27.61,-57.92,,-0.96,0.58,-1.66,-5954000.0,,,-32.0,
AOHY,,,,,2.36,,,,,651.0,,,
AOSL,-15.51,-12.6,-2.62,2.03,,-111.28,1.68,85.49,13885000.0,,2.1,-0.5,
AOTG,,,,,31.88,,,,,0.0,,,
AOUT,-4.78,-5.7,-1.64,3.28,,26.76,0.76,22.3,6746000.0,,4.86,-3.3,
APA,18.31,26.22,9.61,62.25,7.98,7.98,1.87,3.32,5210999808.0,292.0,0.87,-11.9,32.2
APAC,0.0,,,0.0,112.78,,195.19,,,,,,437590.9
APACR,0.0,,,0.0,,,3.08,,,,,,437590.9
APACU,0.0,,,0.0,,,199.81,,,,,,437590.9
APC,0.65,,,2.61,24.88,12.78,3.68,11.22,145502000.0,1058.0,5.19,-0.2,51.8
APEI,6.13,13.11,6.9,11.83,26.83,13.74,3.11,11.36,77964000.0,,1.97,6.2,129.3
APGE,0.0,-28.47,-19.0,0.0,,-25.61,7.88,-29.33,-303652000.0,,,,
API,7.03,1.81,-0.64,-1.14,47.33,-47.33,0.65,-68.09,-1662000.0,,,13.5,200.1
APLD,-59.47,-5.56,-0.6,4.35,,-46.91,8.17,1080.19,13905000.0,,203.34,139.3,
APLM,-123.72,-1305.37,-57.61,-102.75,,-30.91,-13.53,-4.57,-9085000.0,,,,
APLMW,,,,,,,-0.01,,,,,,
APM,0.0,-10.79,-6.52,0.0,,-1.17,0.29,1.69,-1562482.0,,,,
APMCU,0.0,,,0.0,,,,,,,,,
APOG,3.85,10.83,6.31,11.82,15.94,10.86,1.67,6.58,166072000.0,269.0,1.72,1.6,574.2
APP,64.29,266.44,44.24,79.04,40.65,21.3,66.45,32.43,4872055808.0,,0.79,59.0,113.1
APPF,15.27,32.6,18.54,18.4,34.4,17.82,11.02,27.68,183098000.0,,0.2,20.4,37.2
APPN,0.12,,1.62,3.32,1025.5,16.33,-25.57,62.99,25318000.0,,11.66,21.5,
APPS,-6.68,-21.8,2.62,18.77,,8.74,5.8,13.65,106120000.0,,3.48,19.6,
APPX,,,,,,,,,,1671.0,,,
APRE,0.0,-40.4,-23.18,0.0,,-1.05,0.24,2.83,-12556952.0,,,,
APURU,0.0,,,0.0,,,-1009.0,,,,,,
APVO,0.0,-517.92,-118.03,0.0,0.0,-0.22,0.48,0.16,-26455000.0,,,,
APWC,1.26,4.36,,3.48,6.5,,0.27,5.4,18076750.0,,2.77,30.1,
APXT,0.0,,,0.0,,,-35.26,,,,,,
APXTU,0.0,,,0.0,,,-35.96,,,,,,
APXTW,0.0,,,0.0,,,-1.23,,,,,,
APYX,-16.4,-76.49,-4.37,-6.42,,-15.54,13.33,-50.02,-3587000.0,,,32.5,
AQB,0.0,-53.79,-10.94,0.0,,-0.45,-2.47,,,,,,
AQMS,0.0,-161.41,-53.01,0.0,,-1.96,0.8,-0.31,-13811000.0,,,,
AQST,-137.08,,-28.71,-110.09,,-11.18,-18.36,-10.19,-55342000.0,,,65.7,
AQWA,,,,,22.68,,,,,147.0,,,
ARAI,0.0,-398.1,-68.67,0.0,,,6.38,-1.88,-12826156.0,,,,
ARAY,-10.76,-101.06,-1.65,-1.3,,-1.37,0.94,-32.81,-5592000.0,,,-7.4,
ARBB,-36.17,-31.42,-12.12,-7.59,,,0.17,1.64,-14969213.0,,,331.7,
ARBE,0.0,-73.55,-34.3,0.0,,-5.46,1.79,-1.3,-45658000.0,,,1052.5,
ARBEW,0.0,-73.55,-34.3,0.0,,,0.06,,-45658000.0,,,1052.5,
ARBK,32.76,,-28.51,-41.43,0.7,-13.82,3.58,-4.63,-6431000.0,,,,
ARCB,1.38,4.33,2.08,6.32,58.91,16.56,2.49,13.98,255554000.0,33.0,1.8,3.3,
ARCC,37.3,8.29,4.89,0.0,10.98,9.29,0.91,,,1073.0,,4.2,-64.1
ARCI,0.0,,,0.0,,,-1108.89,,,,,,
ARCIU,0.0,,,0.0,,,-1140.0,,,,,,
ARCIW,0.0,,,0.0,,,-69.44,,,,,,
ARCL,0.0,,,0.0,,,-707.14,,,,,,
ARCLR,0.0,,,0.0,,,-16.43,,,,,,
ARCLU,0.0,,,0.0,,,-730.71,,,,,,
ARCLW,0.0,,,0.0,,,-7.96,,,,,,
ARCT,-143.8,-37.01,-19.14,-156.25,,-1.77,1.05,-0.16,-85483000.0,,,-93.0,
ARDX,-13.58,-39.46,-5.11,-7.96,,12.0,10.27,-44.72,-34049000.0,,,27.5,
AREC,0.0,-290.66,-2.94,0.0,,2.5,2.37,-16.35,-10465336.0,,,,
ARGX,31.4,,,27.8,37.84,23.42,180.29,1001.08,1318290304.0,,0.04,62.6,114.0
ARHS,4.67,17.91,4.05,9.66,15.04,12.77,2.68,10.66,133479000.0,,4.49,0.9,-47.4
ARKO,0.44,6.52,2.08,3.91,36.71,154.2,2.19,12.22,253854000.0,156.0,9.27,-3.1,
ARKR,-3.97,-16.51,-0.54,1.06,,,0.71,58.14,1674000.0,,51.79,-7.9,
ARLP,11.35,13.97,7.62,30.59,12.92,8.57,1.79,5.5,663990976.0,976.0,0.76,-4.5,-88.5
ARM,18.37,11.95,5.78,21.64,436.18,118.8,47.05,364.63,1064700032.0,,0.46,20.1,47.9
ARMG,,,,,,,,,,63.0,,,
ARMY,,,,,,,,,,,,,
AROW,30.37,12.11,1.14,0.0,12.93,9.18,1.5,,,300.0,,29.4,116.7
ARQ,-43.93,-27.8,-2.4,1.84,,61.5,0.63,62.14,2241000.0,,17.1,6.6,
ARQQ,0.0,-220.21,-95.51,0.0,,-27.4,16.89,-9.11,-49939000.0,,,829.9,
ARQQW,0.0,-220.21,-95.51,0.0,,,0.04,,-49939000.0,,,829.9,
ARQT,-0.57,-1.43,0.5,1.31,,22.73,17.32,581.48,5463000.0,,20.99,60.1,
ARRY,-5.56,-22.65,3.93,10.36,,8.73,-5.67,18.1,124834000.0,,6.11,-26.1,
ARTC,0.0,,,0.0,,,-42.76,,,,,,
ARTCU,0.0,,,0.0,,,-43.06,,,,,,
ARTCW,0.0,,,0.0,,,-1.55,,,,,,
ARTL,0.0,-367.69,-91.33,0.0,,-1.43,0.17,,,,,,
ARTNA,20.31,9.43,2.73,43.94,14.52,15.64,1.33,10.3,50452000.0,386.0,3.69,7.3,8.0
ARTV,0.0,-67.86,-38.72,0.0,,-3.48,2.76,-1.85,-89434000.0,,,,
ARTW,5.26,10.04,1.69,5.74,10.32,,0.99,14.12,1405618.0,,4.61,29.2,
ARVN,-247.54,-42.28,-18.92,-275.73,,-2.36,1.36,0.33,-246500000.0,,,-91.7,
ARVR,,,,,25.81,,,,,46.0,,,
ARWR,-48.38,-42.37,-7.22,-31.6,,-18.43,18.29,-55.16,-196528000.0,,,-86.4,
ARXS,6.21,,,31.95,2267.5,48.99,5.85,39.54,533535008.0,,5.11,20.7,
ASBP,0.0,,-74.7,0.0,,,0.27,,,,,,
ASBPW,0.0,,-74.7,0.0,,,0.0,,,,,,
ASCI,,,,,22.64,,,,,73.0,,,
ASD,,,,,21.53,,,,,,,,
ASEC,,,,,,,,,,,,,
ASLE,3.06,2.51,1.82,11.65,30.67,5.65,0.72,11.78,39634000.0,,4.32,7.4,
ASMB,-8.98,-5.66,-5.06,-18.88,335.0,-12.73,2.14,-15.03,-13425000.0,,,-12.8,
ASMG,,,,,,,,,,563.0,,,
ASML,29.71,52.24,15.66,37.71,59.88,37.14,1593.7,2996.85,12704400384.0,49.0,0.21,13.2,19.2
ASMU,,,,,67.63,,,,,,,,
ASND,57.28,332.65,-0.6,-1.18,27.49,22.07,26.48,-1481.13,-10224000.0,,,144.3,
ASO,6.24,18.85,5.88,10.18,8.78,7.09,1.49,7.5,625646976.0,121.0,3.12,6.7,17.6
ASPC,0.0,2.5,-1.4,0.0,215.6,,7.67,,,,,,
ASPCR,0.0,2.5,-1.4,0.0,,,0.06,,,,,,
ASPCU,0.0,2.5,-1.4,0.0,,,7.83,,,,,,
ASPI,0.0,-103.32,-13.66,-259.62,,-6.12,3.08,-12.48,-69907000.0,,,279.3,
ASPS,3.61,,2.79,6.93,8.39,4.64,-0.71,19.74,12141000.0,,15.71,9.5,
ASPSW,3.61,,2.79,6.93,,,-0.03,,12141000.0,,15.71,9.5,
ASPSZ,3.61,,2.79,6.93,,,-0.03,,12141000.0,,15.71,9.5,
ASRT,-34.94,-38.76,-5.71,3.75,,9.11,2.0,31.51,3827000.0,,10.53,-62.5,
ASRV,9.9,4.75,0.38,0.0,11.58,,0.54,,,317.0,,3.0,-8.2
ASST,0.0,-125.42,-62.56,0.0,,-13.35,1.35,-2.22,-561595072.0,,,88.2,
ASTC,0.0,-76.36,-39.53,0.0,,-17.32,1.62,-1.21,-12880000.0,,,-35.8,
ASTE,1.75,3.88,4.27,8.73,50.61,13.46,1.92,12.55,129000000.0,92.0,3.05,20.3,-90.9
ASTH,0.86,5.66,3.56,4.53,67.54,12.08,2.52,15.08,159623008.0,,6.67,55.6,110.1
ASTI,0.0,-86.25,-40.45,0.0,,,3.04,-4.35,-8306175.0,,,232.5,
ASTL,-60.03,-122.45,-19.68,-24.03,,-12.55,1.79,-2.93,-448200000.0,,,-42.6,
ASTLW,-60.03,-122.45,-19.68,-24.03,,,0.01,,-448200000.0,,,-42.6,
ASTS,0.0,-37.75,-6.3,0.0,,-355.12,10.46,-70.52,-316393984.0,,,1952.2,
ASUR,-6.81,-5.08,-0.5,15.82,,7.3,1.1,11.82,23476000.0,,3.22,22.7,
ASYS,3.1,4.57,4.0,10.4,112.94,25.41,5.26,35.27,8198000.0,,2.29,31.4,
ATAI,0.0,-378.0,-33.34,0.0,,-9.01,7.55,-10.53,-121896000.0,,,-38.7,
ATAT,17.22,52.88,20.17,25.48,16.82,12.19,8.25,0.04,2725323008.0,165.0,0.5,47.5,91.4
ATC,,,,,,,,,,,,,
ATCX,,,,,,-4.74,16.77,,,,,,
ATEC,-15.93,,-3.81,3.61,,14.72,-242.86,63.16,28404000.0,,21.23,13.6,
ATER,-30.79,-103.93,-23.81,-17.55,,-0.58,1.24,-1.03,-12095000.0,,,-71.4,
ATEX,1394.17,43.27,-6.52,0.0,16.56,-108.08,5.77,-34.46,-41165000.0,,,41.0,98.7
ATGL,0.0,-184.89,-76.37,0.0,,,57.87,-2.69,-57678780.0,,,-31.4,
ATHE,-219.85,-47.02,-32.54,-264.46,,-4.2,0.05,2.69,-17550620.0,,,74.6,
ATHR,0.0,-545.13,-183.5,0.0,,,16.58,-7.8,-4879477.0,,,-1.7,
ATII,0.0,,,0.0,36.37,,-45.27,,,,,,-8.9
ATIIU,0.0,,,0.0,,,-49.34,,,,,,-8.9
ATIIW,0.0,,,0.0,,,-9.3,,,,,,-8.9
ATLC,21.44,21.4,2.5,0.0,11.48,7.6,2.36,,,,,60.8,50.2
ATLCL,,,,,,,,,,,,,
ATLCP,21.44,21.4,2.5,0.0,3.19,,0.56,,,787.0,,60.8,50.2
ATLCZ,,,,,,,,,,,,,
ATLN,-13.63,-389.99,-6.4,-8.18,,,-2.31,-12.92,-47662264.0,,,143.1,
ATLO,31.18,11.03,1.0,0.0,12.75,10.94,1.32,,,311.0,,28.0,74.3
ATLX,0.0,-99.27,-32.56,0.0,,-6.05,2.26,-2.4,-38542152.0,,,195.5,
ATNI,-1.2,-2.42,1.92,25.41,,21.71,0.92,6.36,185727008.0,417.0,3.73,1.6,
ATOM,0.0,-65.92,-39.33,0.0,,-14.21,7.19,-11.96,-21042000.0,,,175.0,
ATOS,0.0,-78.58,-45.54,0.0,,-0.43,0.54,0.39,-39581000.0,,,,
ATPC,-126.48,-8.4,-8.02,-209.37,7.16,,0.15,6.64,-3159100.0,,,-5.3,
ATRA,-40.91,,-3.83,-9.35,,8.79,-2.55,-47.29,-2163000.0,,,-99.5,
ATRC,-0.83,-0.97,-0.3,3.21,,81.56,2.93,77.11,17753000.0,,4.22,14.3,
ATRO,5.12,21.18,9.01,13.96,80.29,31.76,21.99,31.71,123758000.0,,3.06,12.0,154.2
ATXG,-158.89,-34.25,-3.53,-30.25,,,0.17,10.27,-1286443.0,,,12.8,
ATYR,0.0,-105.63,-51.79,0.0,,-0.84,0.91,0.03,-72631000.0,,,,
AUBN,23.96,,,0.0,11.21,,0.97,,,424.0,,11.5,43.6
AUC,-100.3,-11.2,-0.6,-8.98,,,1.67,-269.5,-233552.0,,,300.0,
AUDC,2.79,4.05,2.7,7.32,38.08,14.51,1.57,11.79,18120000.0,438.0,2.06,2.9,-46.2
AUGO,7.8,40.33,27.26,60.83,54.91,4.52,17.07,7.65,695019008.0,366.0,0.62,136.5,
AUID,0.0,-281.48,-139.04,0.0,,,3.2,-0.84,-18267220.0,,,62.1,
AUMI,,,,,14.21,,,,,87.0,,,
AUPH,99.97,64.98,13.66,51.53,8.28,15.99,4.12,12.94,153712000.0,,0.45,24.4,56.3
AUR,0.0,-44.33,-27.43,0.0,,-15.17,6.39,-12.66,-904000000.0,,,,
AURA,0.0,-95.57,-50.59,0.0,,-3.46,4.2,-5.34,-117510000.0,,,,
AURE,-143.18,-3.6,6.41,0.0,,,0.65,,,,,,
AUROW,0.0,-44.33,-27.43,0.0,,,0.31,,-904000000.0,,,,
AUTL,0.0,-29.62,-22.27,0.0,,-2.64,0.28,2.21,-68942608.0,,,,
AUUD,0.0,-254.0,-109.14,0.0,,-0.69,0.23,-0.86,-6606025.0,,,,
AVAH,10.37,368.01,10.17,12.29,6.78,10.65,7.41,9.97,310057984.0,,4.85,15.9,612.3
AVAV,-13.93,-8.74,-1.26,9.39,,37.45,1.73,50.61,151164992.0,,5.46,143.4,
AVBH,-50.2,-6.58,-0.65,0.0,,8.59,1.24,,,,,29.2,18.3
AVBP,0.0,-55.17,-34.72,0.0,,-9.64,4.72,,,,,,
AVGB,,,,,,,,,,345.0,,,
AVGG,,,,,,,,,,151.0,,,
AVGO,38.85,37.28,12.12,55.77,63.25,19.61,20.63,44.05,42083999744.0,68.0,1.54,47.9,85.4
AVGU,,,,,,,,,,,,,
AVGX,,,,,,,,,,112.0,,,
AVIR,0.0,-52.58,-33.52,0.0,,-3.23,1.53,-0.55,-189182000.0,,,,
AVL,,,,,41.01,,,,,96.0,,,
AVLN,0.0,-68.34,-41.74,0.0,,-16.99,-3.19,,-91250000.0,,,,
AVNW,2.08,3.41,2.48,7.14,29.94,7.32,0.98,9.54,31014000.0,,3.44,-11.2,
AVO,1.83,3.98,3.55,7.47,36.59,14.02,1.43,13.45,93100000.0,,2.34,-23.5,
AVOS,,,,,19.6,,,,,,,,
AVPT,10.51,11.7,4.03,11.12,51.55,20.72,4.98,35.76,49324000.0,,0.45,26.0,302.8
AVR,0.0,-59.21,-33.99,0.0,,-10.49,3.59,-7.64,-94434000.0,,,-11.2,
AVS,,,,,,,,,,412.0,,,
AVT,0.86,4.35,3.44,3.07,34.59,11.35,1.48,13.48,765470976.0,156.0,4.14,33.9,12.9
AVTX,0.0,-88.76,-41.5,0.0,,-6.37,6.43,-10.84,-78931000.0,,,,
AVUQ,,,,,28.63,,,,,34.0,,,
AVX,0.0,-105.23,-5.08,-121.65,,,0.3,-6.95,-5570311.0,,,629.1,
AVXC,,,,,17.2,,,,,151.0,,,
AVXL,0.0,-33.63,-21.56,0.0,,-4.69,1.89,,,,,,
AVXX,,,,,,,,,,,,,
AWRE,-45.3,-29.54,-14.29,-45.62,,-10.85,1.33,-1.9,-7788000.0,,,-6.2,
AXG,-90.32,-3.69,-3.49,0.0,,,1.67,,,,,295.8,
AXGN,-13.21,-17.96,-2.32,-0.9,,61.36,9.7,-1075.2,-2135000.0,,,26.6,
AXIN,0.0,,,0.0,,,-37.77,,,,,,
AXINR,0.0,,,0.0,,,-1.4,,,,,,
AXINU,0.0,,,0.0,,,-39.91,,,,,,
AXON,6.91,6.77,0.08,3.45,175.32,40.96,9.87,350.06,102861000.0,,17.89,33.7,89.8
AXPG,,,,,,,,,,,,,
AXSM,-26.59,-349.38,-16.84,-23.61,,41.1,227.84,-73.95,-167234000.0,,,57.4,
AXTI,-14.69,-5.03,-2.13,-4.14,,103.6,15.31,-1262.71,-3966000.0,,,39.1,
AYA,30.45,24.13,15.18,54.07,30.35,7.92,5.68,16.51,154392992.0,,0.65,246.6,560.0
AYTU,-60.17,-97.42,-3.65,-4.64,,-30.0,0.69,-7.33,-2625000.0,,,-32.7,
AZ,0.0,-77.16,-39.82,0.0,,10.31,3.33,-4.74,-37502000.0,,,114.4,
AZI,-34.6,,-46.67,-33.95,,,-0.33,-1.51,-24606000.0,,,-63.0,
AZTA,-29.06,-6.81,-0.64,6.16,,36.16,0.66,19.02,36716000.0,,1.52,1.0,
AZYY,,,,,,,,,,,,,
BABU,,,,,13.03,,,,,,,,
BABX,,,,,,,,,,0.0,,,
BACC,0.0,,,0.0,,,-35.93,,,,,,
BACCR,0.0,,,0.0,,,-1.45,,,,,,
BACCU,0.0,,,0.0,,,-38.14,,,,,,
BAER,-10.05,-31.62,0.09,13.82,,,-0.26,47.32,15988000.0,,15.77,-45.6,
BAERW,-10.05,-31.62,0.09,13.82,,,-0.04,,15988000.0,,15.77,-45.6,
BAFE,,,,,26.12,,,,,28.0,,,
BAFN,-89.78,-29.47,-2.27,0.0,,,0.29,,,395.0,,-52.7,
BAIG,,,,,,,,,,,,,
BAIV,,,,,13.53,,,,,,,,
BALQ,,,,,30.84,,,,,,,,
BAND,-0.64,-1.35,-0.92,4.66,,23.56,4.16,56.09,36745000.0,,11.52,19.8,
BANF,35.43,13.85,1.7,0.0,15.34,14.6,1.98,,,175.0,,8.3,11.4
BANFP,,,,,,,,,,,,,
BANL,-0.55,-14.02,-2.1,-0.42,,,0.54,-0.18,-2251727.0,,,-13.3,
BANR,31.02,10.79,1.26,0.0,11.27,9.98,1.15,,,299.0,,8.3,23.1
BANX,67.41,10.95,6.09,0.0,7.92,8.62,0.89,,,920.0,,-10.1,-25.3
BAOS,0.0,-132.75,-27.68,0.0,,,1.3,-0.48,-7096535.0,,,-50.5,
BASG,,,,,32.56,,,,,,,,
BASV,,,,,22.04,,,,,,,,
BATRA,-2.97,-4.34,0.8,12.92,,-121.33,6.9,43.68,97855000.0,,8.35,52.5,
BATRK,-2.97,-4.34,0.8,12.92,,3095.98,6.38,40.92,97855000.0,,8.35,52.5,
BAYA,0.0,,-2.34,0.0,,,-5.35,,,,,,
BAYAR,0.0,,-2.34,0.0,,,-0.03,,,,,,
BAYAU,0.0,,-2.34,0.0,,,-5.4,,,,,,
BBB,,,,,25.85,,,,,21.0,,,
BBCP,2.23,3.18,3.26,24.14,79.14,38.88,2.13,9.98,98916000.0,,4.48,13.7,
BBCQ,0.0,,,0.0,,,-26.46,,,,,,
BBCQU,0.0,,,0.0,,,-30.53,,,,,,
BBCQW,0.0,,,0.0,,,-5.85,,,,,,
BBGI,-95.51,-386.89,-1.16,-0.64,,-7.79,-0.92,-221.74,-1288271.0,,,-12.9,
BBH,,,,,23.71,,,,,51.0,,,
BBIO,-124.42,,-27.98,-86.02,,130.16,-5.9,-30.07,-498881984.0,,,66.8,
BBLG,0.0,-70.17,-41.87,0.0,,-1.1,0.46,,,,,,
BBLGW,0.0,-70.17,-41.87,0.0,,,4.34,,,,,,
BBNX,-60.27,-22.71,-15.04,-68.45,,-5.72,2.25,-5.52,-75455000.0,,,56.6,
BBOT,0.0,-62.21,-37.2,0.0,,-3.53,1.61,-2.08,-168560992.0,,,,
BBSI,3.24,19.41,4.79,5.08,22.11,15.73,4.04,11.99,63738000.0,94.0,0.4,4.9,
BBYY,,,,,,,,,,,,,
BCAB,0.0,,-134.45,0.0,,-2.67,-0.16,-0.2,-50089000.0,,,,
BCAL,32.43,10.82,1.49,0.0,11.1,10.94,1.13,,,197.0,,-8.2,-19.2
BCAR,0.0,,,0.0,,,755.71,,,,,,
BCARU,0.0,,,0.0,,,11700.0,,,,,,
BCARW,0.0,,,0.0,,,1900.0,,,,,,
BCAX,0.0,-32.34,-21.09,0.0,,-6.88,3.19,-6.35,-173928000.0,,,,
BCBP,0.89,0.22,0.02,0.0,,8.64,0.66,,,434.0,,650.6,
BCDA,0.0,,-252.0,0.0,,-1.67,-10.31,-1.39,-7803000.0,,,,
BCFN,,,,,23.98,,,,,0.0,,,
BCG,1.72,16.97,4.57,0.0,17.56,,8.63,,,,,-0.4,128.1
BCGWW,1.72,16.97,4.57,0.0,,,0.87,,,,,-0.4,128.1
BCIC,2.1,0.76,6.34,0.0,30.65,4.48,0.45,,,1574.0,,45.2,
BCLO,,,,,,,,,,666.0,,,
BCML,26.35,7.84,1.01,0.0,13.36,11.47,1.02,,,371.0,,15.8,47.0
BCPC,14.95,12.68,8.09,24.7,34.16,27.18,4.15,20.85,261222000.0,58.0,0.71,8.1,10.6
BCRX,-51.71,,42.62,36.86,,13.69,-4.27,9.15,326456992.0,,2.63,7.5,
BCTK,,,,,40.84,,,,,0.0,,,
BCTX,0.0,-175.25,-90.84,0.0,,-7.67,0.9,-0.08,-31916296.0,,,,
BCTXL,0.0,-175.25,-90.84,0.0,,,0.19,,-31916296.0,,,,
BCTXZ,0.0,-175.25,-90.84,0.0,,,0.02,,-31916296.0,,,,
BCYC,0.0,-33.84,-19.38,0.0,,-1.88,0.5,1.14,-232226000.0,,,-91.1,
BDCI,0.0,,,0.0,100.5,,-38.21,,,,,,
BDCIU,0.0,,,0.0,,,-38.65,,,,,,
BDCIW,0.0,,,0.0,,,-1.59,,,,,,
BDGS,,,,,26.73,,,,,52.0,,,
BDMD,-121.04,-77.6,-21.7,-108.83,,,0.67,-2.05,-24526720.0,,,-39.0,
BDMDW,-121.04,-77.6,-21.7,-108.83,,,0.03,,-24526720.0,,,-39.0,
BDSX,-33.26,-316.53,-17.48,-20.47,,-87.09,21.19,-12.29,-19673000.0,,,42.3,
BDTX,0.0,-35.16,-18.57,0.0,,-1.39,0.88,0.18,-45654000.0,,,,
BDVL,,,,,20.56,,,,,294.0,,,
BDYN,,,,,25.04,,,,,91.0,,,
BEAG,0.0,,-0.22,0.0,35.47,,-41.08,,,,,,-11.5
BEAGR,0.0,,-0.22,0.0,,,-1.24,,,,,,-11.5
BEAGU,0.0,,-0.22,0.0,,,-42.08,,,,,,-11.5
BEAM,-40.23,-5.77,-15.76,-212.94,,-7.0,2.83,-6.71,-349251008.0,,,324.9,
BEAT,0.0,-495.62,-195.14,0.0,,-1.29,45.75,-1.78,-20294000.0,,,,
BEATW,,,,,,,2.13,,,,,,
BEDY,,,,,20.87,,,,,295.0,,,
BEEM,-73.22,-76.08,-27.12,-61.38,,-7.0,1.31,-1.9,-15370000.0,,,-50.5,
BEEP,-70.76,-16.26,0.15,32.46,,-5.32,0.54,25.13,11288000.0,,17.72,-3.7,
BEEX,,,,,26.43,,,,,33.0,,,
BEEZ,,,,,29.0,,,,,55.0,,,
BEG,,,,,,,,,,,,,
BELFA,7.84,14.24,7.21,19.34,61.03,27.29,7.32,25.63,135680992.0,9.0,1.67,17.2,-36.8
BELFB,7.84,14.24,7.21,19.34,69.38,28.5,8.37,29.01,135680992.0,10.0,1.67,17.2,-36.8
BELT,,,,,32.63,,,,,0.0,,,
BENF,-6.25,-14.91,1.66,53.88,,0.58,2.48,29.76,48567816.0,,26.15,73.4,
BENFW,-6.25,-14.91,1.66,53.88,,,0.01,,48567816.0,,26.15,73.4,
BESO,,,,,,,,,,,,,
BETR,-102.53,,-13.15,0.0,,22.15,50.18,,,,,51.6,
BETRW,-102.53,,-13.15,0.0,,,0.3,,,,,51.6,
BFC,37.83,9.98,1.39,0.0,20.15,12.02,1.98,,,135.0,,49.1,-2.2
BFLX,,,,,22.64,,,,,,,,
BFRG,0.0,-149.35,-79.91,0.0,,,2.5,-1.19,-6150918.0,,,,
BFRGW,,,,,,,0.49,,,,,,
BFRI,-25.66,-339.04,-32.41,-24.45,,3.22,1.98,-1.38,-10565000.0,,,17.4,
BFRIW,-25.66,-339.04,-32.41,-24.45,,,0.06,,-10565000.0,,,17.4,
BFST,28.05,10.0,1.09,0.0,10.48,9.08,1.05,,,203.0,,14.8,4.6
BGC,5.93,14.62,3.29,0.0,33.95,7.78,5.47,,,64.0,,44.3,54.8
BGCG,,,,,,,,,,0.0,,,
BGDE,-73.91,-1568.04,-28.98,-62.96,,,13.74,-4.5,-19365448.0,,,-65.1,
BGEG,,,,,,,,,,,,,
BGGG,,,,,,,,,,0.0,,,
BGIA,,,,,,,,,,,,,
BGIN,-262.42,-133.64,-45.9,-166.88,,,3.84,-1.63,-112473320.0,,,-87.5,
BGL,0.0,,-25.17,0.0,,1.97,-0.68,-1.53,-12413222.0,,,,
BGLC,-54.7,-36.62,-20.76,-55.77,,,0.72,-0.75,-2961790.0,,,-98.9,
BGLWW,0.0,,-25.17,0.0,,,-0.17,,-12413222.0,,,,
BGM,0.0,,,0.0,,,0.18,,,,,13.9,
BGMS,-204.2,20.59,-49.33,-292.08,0.13,,0.54,-0.07,-4454250.0,,,,
BGRN,,,,,,,,,,426.0,,,
BGRO,,,,,35.25,,,,,3.0,,,
BHAV,0.0,,,0.0,,,1.38,,,,,,
BHAVR,0.0,,,0.0,,,0.03,,,,,,
BHAVU,0.0,,,0.0,,,1.41,,,,,,
BHDG,,,,,,,,,,,,,
BHF,-1.07,-1.1,0.05,0.0,,3.27,0.66,,,,,-36.2,
BHFAL,,,,,,,0.14,,,,,,
BHFAM,-1.07,-1.1,0.05,0.0,0.85,,0.11,,,1077.0,,-36.2,
BHFAN,-1.07,-1.1,0.05,0.0,0.96,,0.13,,,1109.0,,-36.2,
BHFAO,-1.07,-1.1,0.05,0.0,1.21,,0.16,,,1110.0,,-36.2,
BHFAP,-1.07,-1.1,0.05,0.0,1.17,,0.15,,,1116.0,,-36.2,
BHRB,34.45,14.48,1.49,0.0,8.68,7.59,1.18,,,329.0,,2.9,-0.6
BHST,-32.54,-103.29,-9.86,-14.78,,-18.79,3.05,-12.34,-5197000.0,,,8.2,
BIAF,-280.57,-622.65,-107.12,-196.07,,-1.41,1.03,-0.19,-11097579.0,,,-27.1,
BIAFW,-280.57,-622.65,-107.12,-196.07,,,0.17,,-11097579.0,,,-27.1,
BIB,,,,,25.42,,,,,58.0,,,
BIDG,,,,,,,,,,,,,
BIDU,1.02,0.32,1.25,18.33,,12.06,0.94,1.62,23586000896.0,,3.99,-1.2,-59.3
BIDWU,0.0,,,0.0,,,-344.83,,,,,,
BIIB,13.8,7.7,5.95,35.62,21.46,11.86,1.56,8.87,3539599872.0,,1.85,1.9,31.1
BILI,4.58,9.36,2.14,10.76,33.96,11.87,2.9,-2.4,3314377984.0,,2.89,6.7,
BIOA,0.0,-25.98,-17.15,0.0,,-10.83,2.61,-6.04,-101470000.0,,,91.0,
BIOX,-96.88,-32.22,-0.87,-1.53,,0.58,0.35,-71.02,-3895435.0,,,-35.9,
BIOY,,,,,,,,,,,,,
BIRD,-53.36,-153.65,-38.83,-45.26,,-0.74,2.76,-0.99,-64566000.0,,,-30.5,
BIS,,,,,,,,,,521.0,,,
BITS,,,,,14.84,,,,,2035.0,,,
BIVI,0.0,-106.43,-61.04,0.0,,-0.44,0.94,-0.09,-20365984.0,,,,
BIVIW,0.0,-106.43,-61.04,0.0,,,0.18,,-20365984.0,,,,
BIXI,0.0,,,0.0,,,-49.52,,,,,,
BIXIU,0.0,,,0.0,,,-50.1,,,,,,
BIXIW,0.0,,,0.0,,,-1.34,,,,,,
BIYA,-57.85,-80.28,-36.51,-58.11,,,0.09,-0.19,-9575531.0,,,53.2,
